[Header]
Application Name	LabSolutions
Version	5.82
Data File Name	C:\LabSolutions\Data\A Legan\Data\gcd files\data_before_FS19\LadderwithIS_nov_14.gcd
Output Date	4/15/2022
Output Time	7:45:44 AM

[File Information]
Type	Data File
Generated	11/15/2018 12:15:58 PM
Generated by	Administrator
Modified	11/15/2018 1:20:55 PM
Modified by	Administrator

[Sample Information]
Operator Name	Administrator
Acquired	11/15/2018 12:20:51 PM
Sample Type	0:Unknown
Level	0
Sample Name	ladder w/ IS
Sample ID	ladder w/ IS
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	16
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	C:\LabSolutions\Data\A Legan\data\LadderwithIS_nov_14.gcd
Method File	C:\LabSolutions\Data\A Legan\AWL Nov 6 ladder.gcm
Batch File	C:\LabSolutions\Data\A Legan\batch_AWL_nov14_overnight.gcb
Report Format File	C:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	GC-2014
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	DET#1
Detector Name	SFID1
# of Channels	1

[Peak Table(Ch1)]
# of Peaks	69
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
6.36183	592
6.36250	591
6.36317	590
6.36383	589
6.36450	587
6.36517	586
6.36583	585
6.36650	583
6.36717	582
6.36783	580
6.36850	579
6.36917	577
6.36983	575
6.37050	574
6.37117	572
6.37183	570
6.37250	568
6.37317	566
6.37383	565
6.37450	563
6.37517	561
6.37583	559
6.37650	557
6.37717	555
6.37783	553
6.37850	551
6.37917	549
6.37983	546
6.38050	544
6.38117	542
6.38183	540
6.38250	538
6.38317	536
6.38383	533
6.38450	531
6.38517	529
6.38583	527
6.38650	525
6.38717	523
6.38783	521
6.38850	520
6.38917	518
6.38983	516
6.39050	514
6.39117	512
6.39183	511
6.39250	509
6.39317	508
6.39383	506
6.39450	505
6.39517	503
6.39583	502
6.39650	501
6.39717	500
6.39783	499
6.39850	498
6.39917	497
6.39983	496
6.40050	496
6.40117	495
6.40183	495
6.40250	495
6.40317	495
6.40383	496
6.40450	496
6.40517	496
6.40583	497
6.40650	498
6.40717	499
6.40783	500
6.40850	501
6.40917	503
6.40983	504
6.41050	506
6.41117	508
6.41183	510
6.41250	512
6.41317	514
6.41383	516
6.41450	518
6.41517	521
6.41583	523
6.41650	526
6.41717	528
6.41783	531
6.41850	534
6.41917	537
6.41983	540
6.42050	543
6.42117	546
6.42183	549
6.42250	552
6.42317	555
6.42383	558
6.42450	561
6.42517	564
6.42583	568
6.42650	571
6.42717	574
6.42783	577
6.42850	580
6.42917	583
6.42983	586
6.43050	589
6.43117	592
6.43183	595
6.43250	598
6.43317	601
6.43383	603
6.43450	606
6.43517	609
6.43583	611
6.43650	613
6.43717	615
6.43783	617
6.43850	619
6.43917	621
6.43983	623
6.44050	624
6.44117	626
6.44183	627
6.44250	628
6.44317	629
6.44383	630
6.44450	630
6.44517	631
6.44583	631
6.44650	631
6.44717	631
6.44783	631
6.44850	631
6.44917	631
6.44983	630
6.45050	629
6.45117	629
6.45183	628
6.45250	627
6.45317	625
6.45383	624
6.45450	623
6.45517	621
6.45583	620
6.45650	618
6.45717	616
6.45783	614
6.45850	612
6.45917	610
6.45983	608
6.46050	606
6.46117	603
6.46183	601
6.46250	599
6.46317	597
6.46383	594
6.46450	592
6.46517	589
6.46583	587
6.46650	584
6.46717	581
6.46783	579
6.46850	576
6.46917	573
6.46983	571
6.47050	568
6.47117	565
6.47183	563
6.47250	560
6.47317	557
6.47383	554
6.47450	552
6.47517	549
6.47583	546
6.47650	543
6.47717	541
6.47783	538
6.47850	536
6.47917	533
6.47983	531
6.48050	528
6.48117	526
6.48183	523
6.48250	521
6.48317	519
6.48383	517
6.48450	515
6.48517	512
6.48583	510
6.48650	508
6.48717	506
6.48783	504
6.48850	502
6.48917	500
6.48983	498
6.49050	496
6.49117	494
6.49183	493
6.49250	491
6.49317	489
6.49383	487
6.49450	486
6.49517	484
6.49583	483
6.49650	481
6.49717	480
6.49783	479
6.49850	477
6.49917	476
6.49983	475
6.50050	474
6.50117	472
6.50183	471
6.50250	470
6.50317	469
6.50383	468
6.50450	467
6.50517	466
6.50583	465
6.50650	465
6.50717	464
6.50783	463
6.50850	462
6.50917	461
6.50983	461
6.51050	460
6.51117	459
6.51183	459
6.51250	458
6.51317	457
6.51383	457
6.51450	456
6.51517	456
6.51583	455
6.51650	455
6.51717	455
6.51783	454
6.51850	454
6.51917	453
6.51983	453
6.52050	453
6.52117	452
6.52183	452
6.52250	452
6.52317	451
6.52383	451
6.52450	451
6.52517	451
6.52583	450
6.52650	450
6.52717	450
6.52783	450
6.52850	450
6.52917	449
6.52983	449
6.53050	449
6.53117	449
6.53183	449
6.53250	449
6.53317	449
6.53383	449
6.53450	449
6.53517	449
6.53583	449
6.53650	449
6.53717	449
6.53783	449
6.53850	449
6.53917	450
6.53983	450
6.54050	450
6.54117	450
6.54183	451
6.54250	451
6.54317	451
6.54383	452
6.54450	452
6.54517	453
6.54583	453
6.54650	453
6.54717	454
6.54783	454
6.54850	455
6.54917	455
6.54983	456
6.55050	457
6.55117	457
6.55183	458
6.55250	458
6.55317	459
6.55383	459
6.55450	460
6.55517	460
6.55583	461
6.55650	461
6.55717	462
6.55783	462
6.55850	462
6.55917	463
6.55983	463
6.56050	463
6.56117	464
6.56183	464
6.56250	464
6.56317	465
6.56383	465
6.56450	465
6.56517	465
6.56583	465
6.56650	465
6.56717	466
6.56783	466
6.56850	466
6.56917	466
6.56983	466
6.57050	466
6.57117	467
6.57183	467
6.57250	467
6.57317	468
6.57383	468
6.57450	468
6.57517	469
6.57583	469
6.57650	469
6.57717	470
6.57783	470
6.57850	470
6.57917	471
6.57983	471
6.58050	472
6.58117	472
6.58183	473
6.58250	473
6.58317	474
6.58383	474
6.58450	475
6.58517	475
6.58583	476
6.58650	477
6.58717	477
6.58783	478
6.58850	478
6.58917	479
6.58983	480
6.59050	480
6.59117	481
6.59183	482
6.59250	482
6.59317	483
6.59383	483
6.59450	484
6.59517	485
6.59583	486
6.59650	486
6.59717	487
6.59783	488
6.59850	488
6.59917	489
6.59983	490
6.60050	491
6.60117	491
6.60183	492
6.60250	493
6.60317	494
6.60383	495
6.60450	495
6.60517	496
6.60583	497
6.60650	498
6.60717	499
6.60783	500
6.60850	501
6.60917	502
6.60983	503
6.61050	504
6.61117	505
6.61183	506
6.61250	507
6.61317	508
6.61383	509
6.61450	510
6.61517	511
6.61583	512
6.61650	513
6.61717	514
6.61783	515
6.61850	516
6.61917	517
6.61983	518
6.62050	519
6.62117	520
6.62183	521
6.62250	522
6.62317	523
6.62383	524
6.62450	525
6.62517	526
6.62583	527
6.62650	528
6.62717	529
6.62783	529
6.62850	530
6.62917	531
6.62983	532
6.63050	532
6.63117	533
6.63183	534
6.63250	534
6.63317	535
6.63383	535
6.63450	535
6.63517	536
6.63583	536
6.63650	536
6.63717	536
6.63783	537
6.63850	537
6.63917	537
6.63983	537
6.64050	537
6.64117	538
6.64183	538
6.64250	538
6.64317	538
6.64383	538
6.64450	538
6.64517	538
6.64583	538
6.64650	538
6.64717	538
6.64783	538
6.64850	538
6.64917	538
6.64983	538
6.65050	538
6.65117	537
6.65183	537
6.65250	537
6.65317	537
6.65383	537
6.65450	537
6.65517	537
6.65583	536
6.65650	536
6.65717	536
6.65783	536
6.65850	536
6.65917	535
6.65983	535
6.66050	535
6.66117	534
6.66183	534
6.66250	533
6.66317	533
6.66383	533
6.66450	532
6.66517	531
6.66583	531
6.66650	530
6.66717	530
6.66783	529
6.66850	528
6.66917	528
6.66983	527
6.67050	526
6.67117	525
6.67183	525
6.67250	524
6.67317	524
6.67383	523
6.67450	522
6.67517	522
6.67583	521
6.67650	521
6.67717	520
6.67783	520
6.67850	519
6.67917	519
6.67983	518
6.68050	518
6.68117	517
6.68183	517
6.68250	517
6.68317	517
6.68383	517
6.68450	517
6.68517	517
6.68583	517
6.68650	518
6.68717	519
6.68783	519
6.68850	521
6.68917	522
6.68983	524
6.69050	527
6.69117	530
6.69183	533
6.69250	537
6.69317	543
6.69383	549
6.69450	557
6.69517	566
6.69583	577
6.69650	590
6.69717	605
6.69783	624
6.69850	645
6.69917	670
6.69983	699
6.70050	733
6.70117	773
6.70183	819
6.70250	872
6.70317	933
6.70383	1003
6.70450	1084
6.70517	1176
6.70583	1280
6.70650	1399
6.70717	1532
6.70783	1683
6.70850	1852
6.70917	2041
6.70983	2251
6.71050	2486
6.71117	2746
6.71183	3034
6.71250	3352
6.71317	3702
6.71383	4086
6.71450	4508
6.71517	4971
6.71583	5478
6.71650	6032
6.71717	6636
6.71783	7296
6.71850	8013
6.71917	8792
6.71983	9635
6.72050	10547
6.72117	11531
6.72183	12590
6.72250	13727
6.72317	14948
6.72383	16253
6.72450	17648
6.72517	19134
6.72583	20714
6.72650	22391
6.72717	24165
6.72783	26041
6.72850	28021
6.72917	30107
6.72983	32303
6.73050	34614
6.73117	37041
6.73183	39588
6.73250	42256
6.73317	45049
6.73383	47968
6.73450	51013
6.73517	54187
6.73583	57490
6.73650	60924
6.73717	64490
6.73783	68191
6.73850	72028
6.73917	76006
6.73983	80127
6.74050	84391
6.74117	88802
6.74183	93363
6.74250	98078
6.74317	102948
6.74383	107976
6.74450	113164
6.74517	118512
6.74583	124019
6.74650	129684
6.74717	135507
6.74783	141487
6.74850	147622
6.74917	153912
6.74983	160354
6.75050	166946
6.75117	173685
6.75183	180570
6.75250	187597
6.75317	194758
6.75383	202049
6.75450	209467
6.75517	217010
6.75583	224673
6.75650	232454
6.75717	240349
6.75783	248352
6.75850	256457
6.75917	264652
6.75983	272925
6.76050	281262
6.76117	289643
6.76183	298045
6.76250	306443
6.76317	314809
6.76383	323116
6.76450	331334
6.76517	339429
6.76583	347368
6.76650	355109
6.76717	362610
6.76783	369828
6.76850	376719
6.76917	383241
6.76983	389354
6.77050	395022
6.77117	400214
6.77183	404903
6.77250	409069
6.77317	412695
6.77383	415768
6.77450	418285
6.77517	420243
6.77583	421648
6.77650	422511
6.77717	422846
6.77783	422669
6.77850	422002
6.77917	420867
6.77983	419286
6.78050	417286
6.78117	414892
6.78183	412128
6.78250	409020
6.78317	405594
6.78383	401873
6.78450	397882
6.78517	393643
6.78583	389178
6.78650	384509
6.78717	379655
6.78783	374636
6.78850	369469
6.78917	364172
6.78983	358761
6.79050	353251
6.79117	347657
6.79183	341992
6.79250	336268
6.79317	330498
6.79383	324693
6.79450	318863
6.79517	313018
6.79583	307166
6.79650	301316
6.79717	295477
6.79783	289654
6.79850	283856
6.79917	278087
6.79983	272354
6.80050	266662
6.80117	261016
6.80183	255420
6.80250	249878
6.80317	244394
6.80383	238971
6.80450	233613
6.80517	228321
6.80583	223098
6.80650	217947
6.80717	212869
6.80783	207867
6.80850	202940
6.80917	198092
6.80983	193322
6.81050	188631
6.81117	184021
6.81183	179492
6.81250	175043
6.81317	170676
6.81383	166391
6.81450	162187
6.81517	158064
6.81583	154022
6.81650	150062
6.81717	146181
6.81783	142381
6.81850	138660
6.81917	135018
6.81983	131454
6.82050	127967
6.82117	124557
6.82183	121222
6.82250	117963
6.82317	114777
6.82383	111664
6.82450	108623
6.82517	105652
6.82583	102752
6.82650	99921
6.82717	97157
6.82783	94460
6.82850	91828
6.82917	89261
6.82983	86757
6.83050	84315
6.83117	81935
6.83183	79614
6.83250	77352
6.83317	75148
6.83383	73000
6.83450	70907
6.83517	68869
6.83583	66884
6.83650	64951
6.83717	63069
6.83783	61237
6.83850	59454
6.83917	57718
6.83983	56029
6.84050	54385
6.84117	52786
6.84183	51231
6.84250	49718
6.84317	48247
6.84383	46817
6.84450	45426
6.84517	44073
6.84583	42759
6.84650	41481
6.84717	40240
6.84783	39033
6.84850	37861
6.84917	36722
6.84983	35615
6.85050	34541
6.85117	33497
6.85183	32483
6.85250	31499
6.85317	30543
6.85383	29615
6.85450	28715
6.85517	27840
6.85583	26992
6.85650	26168
6.85717	25369
6.85783	24593
6.85850	23841
6.85917	23111
6.85983	22403
6.86050	21716
6.86117	21049
6.86183	20403
6.86250	19777
6.86317	19169
6.86383	18579
6.86450	18008
6.86517	17454
6.86583	16917
6.86650	16396
6.86717	15891
6.86783	15402
6.86850	14928
6.86917	14469
6.86983	14023
6.87050	13592
6.87117	13173
6.87183	12768
6.87250	12375
6.87317	11995
6.87383	11626
6.87450	11269
6.87517	10923
6.87583	10588
6.87650	10263
6.87717	9949
6.87783	9645
6.87850	9350
6.87917	9064
6.87983	8787
6.88050	8519
6.88117	8260
6.88183	8009
6.88250	7765
6.88317	7530
6.88383	7302
6.88450	7081
6.88517	6867
6.88583	6661
6.88650	6460
6.88717	6266
6.88783	6079
6.88850	5897
6.88917	5721
6.88983	5551
6.89050	5387
6.89117	5227
6.89183	5073
6.89250	4924
6.89317	4780
6.89383	4640
6.89450	4505
6.89517	4375
6.89583	4248
6.89650	4126
6.89717	4008
6.89783	3894
6.89850	3783
6.89917	3676
6.89983	3573
6.90050	3473
6.90117	3376
6.90183	3283
6.90250	3193
6.90317	3106
6.90383	3021
6.90450	2940
6.90517	2861
6.90583	2785
6.90650	2712
6.90717	2640
6.90783	2572
6.90850	2505
6.90917	2441
6.90983	2380
6.91050	2320
6.91117	2262
6.91183	2206
6.91250	2152
6.91317	2100
6.91383	2050
6.91450	2002
6.91517	1955
6.91583	1910
6.91650	1866
6.91717	1824
6.91783	1784
6.91850	1744
6.91917	1707
6.91983	1670
6.92050	1635
6.92117	1602
6.92183	1569
6.92250	1538
6.92317	1507
6.92383	1478
6.92450	1450
6.92517	1423
6.92583	1397
6.92650	1372
6.92717	1348
6.92783	1325
6.92850	1303
6.92917	1281
6.92983	1261
6.93050	1241
6.93117	1222
6.93183	1204
6.93250	1186
6.93317	1169
6.93383	1153
6.93450	1137
6.93517	1122
6.93583	1108
6.93650	1094
6.93717	1080
6.93783	1068
6.93850	1055
6.93917	1043
6.93983	1031
6.94050	1020
6.94117	1009
6.94183	999
6.94250	989
6.94317	979
6.94383	970
6.94450	961
6.94517	952
6.94583	944
6.94650	936
6.94717	928
6.94783	920
6.94850	913
6.94917	906
6.94983	899
6.95050	892
6.95117	886
6.95183	879
6.95250	873
6.95317	867
6.95383	861
6.95450	856
6.95517	850
6.95583	845
6.95650	839
6.95717	834
6.95783	829
6.95850	824
6.95917	819
6.95983	814
6.96050	810
6.96117	805
6.96183	800
6.96250	796
6.96317	791
6.96383	787
6.96450	782
6.96517	778
6.96583	773
6.96650	769
6.96717	765
6.96783	760
6.96850	756
6.96917	752
6.96983	747
6.97050	743
6.97117	738
6.97183	734
6.97250	730
6.97317	725
6.97383	721
6.97450	716
6.97517	712
6.97583	707
6.97650	703
6.97717	698
6.97783	694
6.97850	689
6.97917	685
6.97983	680
6.98050	676
6.98117	671
6.98183	667
6.98250	662
6.98317	658
6.98383	653
6.98450	648
6.98517	644
6.98583	639
6.98650	635
6.98717	631
6.98783	626
6.98850	622
6.98917	618
6.98983	613
6.99050	609
6.99117	605
6.99183	601
6.99250	597
6.99317	593
6.99383	589
6.99450	585
6.99517	581
6.99583	577
6.99650	574
6.99717	570
6.99783	566
6.99850	563
6.99917	559
6.99983	556
7.00050	553
7.00117	550
7.00183	546
7.00250	543
7.00317	540
7.00383	537
7.00450	534
7.00517	531
7.00583	529
7.00650	526
7.00717	523
7.00783	521
7.00850	518
7.00917	516
7.00983	513
7.01050	511
7.01117	509
7.01183	507
7.01250	505
7.01317	503
7.01383	501
7.01450	499
7.01517	497
7.01583	495
7.01650	494
7.01717	492
7.01783	490
7.01850	489
7.01917	487
7.01983	486
7.02050	485
7.02117	483
7.02183	482
7.02250	481
7.02317	479
7.02383	478
7.02450	477
7.02517	476
7.02583	475
7.02650	473
7.02717	472
7.02783	471
7.02850	470
7.02917	469
7.02983	468
7.03050	467
7.03117	465
7.03183	464
7.03250	463
7.03317	462
7.03383	461
7.03450	460
7.03517	459
7.03583	458
7.03650	457
7.03717	456
7.03783	455
7.03850	454
7.03917	453
7.03983	452
7.04050	451
7.04117	450
7.04183	449
7.04250	448
7.04317	447
7.04383	446
7.04450	445
7.04517	444
7.04583	443
7.04650	442
7.04717	442
7.04783	441
7.04850	440
7.04917	440
7.04983	439
7.05050	438
7.05117	438
7.05183	437
7.05250	437
7.05317	437
7.05383	436
7.05450	436
7.05517	436
7.05583	436
7.05650	436
7.05717	436
7.05783	437
7.05850	437
7.05917	437
7.05983	438
7.06050	438
7.06117	439
7.06183	439
7.06250	440
7.06317	441
7.06383	441
7.06450	442
7.06517	443
7.06583	444
7.06650	445
7.06717	446
7.06783	447
7.06850	448
7.06917	449
7.06983	450
7.07050	451
7.07117	452
7.07183	453
7.07250	453
7.07317	454
7.07383	455
7.07450	456
7.07517	457
7.07583	458
7.07650	459
7.07717	460
7.07783	460
7.07850	461
7.07917	462
7.07983	463
7.08050	463
7.08117	464
7.08183	465
7.08250	465
7.08317	466
7.08383	466
7.08450	467
7.08517	467
7.08583	467
7.08650	468
7.08717	468
7.08783	468
7.08850	468
7.08917	468
7.08983	468
7.09050	468
7.09117	468
7.09183	468
7.09250	468
7.09317	468
7.09383	468
7.09450	468
7.09517	467
7.09583	467
7.09650	467
7.09717	467
7.09783	466
7.09850	466
7.09917	466
7.09983	465
7.10050	465
7.10117	465
7.10183	464
7.10250	464
7.10317	463
7.10383	463
7.10450	462
7.10517	462
7.10583	461
7.10650	461
7.10717	460
7.10783	460
7.10850	459
7.10917	459
7.10983	458
7.11050	458
7.11117	457
7.11183	457
7.11250	456
7.11317	456
7.11383	455
7.11450	454
7.11517	454
7.11583	453
7.11650	453
7.11717	452
7.11783	452
7.11850	451
7.11917	451
7.11983	450
7.12050	450
7.12117	449
7.12183	449
7.12250	448
7.12317	448
7.12383	447
7.12450	446
7.12517	446
7.12583	445
7.12650	445
7.12717	444
7.12783	444
7.12850	444
7.12917	443
7.12983	443
7.13050	442
7.13117	442
7.13183	441
7.13250	441
7.13317	441
7.13383	440
7.13450	440
7.13517	439
7.13583	439
7.13650	439
7.13717	438
7.13783	438
7.13850	438
7.13917	437
7.13983	437
7.14050	437
7.14117	436
7.14183	436
7.14250	436
7.14317	436
7.14383	435
7.14450	435
7.14517	435
7.14583	435
7.14650	435
7.14717	434
7.14783	434
7.14850	434
7.14917	434
7.14983	433
7.15050	433
7.15117	433
7.15183	433
7.15250	433
7.15317	432
7.15383	432
7.15450	432
7.15517	432
7.15583	432
7.15650	432
7.15717	432
7.15783	432
7.15850	431
7.15917	431
7.15983	431
7.16050	431
7.16117	431
7.16183	430
7.16250	430
7.16317	430
7.16383	429
7.16450	429
7.16517	429
7.16583	428
7.16650	428
7.16717	427
7.16783	427
7.16850	426
7.16917	426
7.16983	426
7.17050	425
7.17117	425
7.17183	424
7.17250	424
7.17317	423
7.17383	423
7.17450	422
7.17517	422
7.17583	421
7.17650	421
7.17717	420
7.17783	420
7.17850	419
7.17917	419
7.17983	419
7.18050	418
7.18117	418
7.18183	417
7.18250	417
7.18317	417
7.18383	416
7.18450	416
7.18517	415
7.18583	415
7.18650	414
7.18717	414
7.18783	413
7.18850	413
7.18917	413
7.18983	412
7.19050	412
7.19117	411
7.19183	411
7.19250	410
7.19317	410
7.19383	409
7.19450	409
7.19517	408
7.19583	408
7.19650	407
7.19717	407
7.19783	407
7.19850	406
7.19917	406
7.19983	406
7.20050	405
7.20117	405
7.20183	405
7.20250	404
7.20317	404
7.20383	404
7.20450	404
7.20517	404
7.20583	404
7.20650	404
7.20717	404
7.20783	403
7.20850	403
7.20917	403
7.20983	403
7.21050	403
7.21117	403
7.21183	403
7.21250	403
7.21317	403
7.21383	403
7.21450	403
7.21517	403
7.21583	403
7.21650	403
7.21717	403
7.21783	403
7.21850	403
7.21917	403
7.21983	403
7.22050	403
7.22117	403
7.22183	403
7.22250	403
7.22317	403
7.22383	403
7.22450	403
7.22517	403
7.22583	403
7.22650	403
7.22717	403
7.22783	403
7.22850	403
7.22917	403
7.22983	403
7.23050	403
7.23117	403
7.23183	403
7.23250	403
7.23317	403
7.23383	403
7.23450	403
7.23517	403
7.23583	403
7.23650	403
7.23717	403
7.23783	403
7.23850	403
7.23917	402
7.23983	402
7.24050	402
7.24117	402
7.24183	402
7.24250	402
7.24317	402
7.24383	402
7.24450	402
7.24517	402
7.24583	402
7.24650	401
7.24717	401
7.24783	401
7.24850	401
7.24917	401
7.24983	401
7.25050	401
7.25117	401
7.25183	401
7.25250	401
7.25317	401
7.25383	400
7.25450	400
7.25517	400
7.25583	400
7.25650	400
7.25717	400
7.25783	400
7.25850	399
7.25917	399
7.25983	399
7.26050	399
7.26117	399
7.26183	399
7.26250	399
7.26317	399
7.26383	399
7.26450	398
7.26517	398
7.26583	398
7.26650	398
7.26717	398
7.26783	398
7.26850	398
7.26917	398
7.26983	398
7.27050	398
7.27117	398
7.27183	398
7.27250	399
7.27317	399
7.27383	399
7.27450	399
7.27517	399
7.27583	399
7.27650	399
7.27717	399
7.27783	399
7.27850	399
7.27917	399
7.27983	399
7.28050	399
7.28117	399
7.28183	399
7.28250	399
7.28317	399
7.28383	399
7.28450	399
7.28517	399
7.28583	399
7.28650	399
7.28717	399
7.28783	399
7.28850	399
7.28917	399
7.28983	399
7.29050	399
7.29117	399
7.29183	399
7.29250	399
7.29317	399
7.29383	399
7.29450	399
7.29517	399
7.29583	399
7.29650	399
7.29717	399
7.29783	399
7.29850	399
7.29917	398
7.29983	398
7.30050	398
7.30117	398
7.30183	398
7.30250	398
7.30317	397
7.30383	397
7.30450	397
7.30517	397
7.30583	397
7.30650	397
7.30717	397
7.30783	397
7.30850	396
7.30917	396
7.30983	396
7.31050	396
7.31117	396
7.31183	396
7.31250	396
7.31317	396
7.31383	396
7.31450	396
7.31517	396
7.31583	396
7.31650	396
7.31717	396
7.31783	396
7.31850	395
7.31917	395
7.31983	395
7.32050	395
7.32117	395
7.32183	395
7.32250	395
7.32317	395
7.32383	395
7.32450	395
7.32517	395
7.32583	395
7.32650	395
7.32717	394
7.32783	394
7.32850	394
7.32917	394
7.32983	394
7.33050	394
7.33117	394
7.33183	393
7.33250	393
7.33317	393
7.33383	393
7.33450	393
7.33517	393
7.33583	393
7.33650	392
7.33717	392
7.33783	392
7.33850	392
7.33917	392
7.33983	392
7.34050	391
7.34117	391
7.34183	391
7.34250	391
7.34317	391
7.34383	391
7.34450	391
7.34517	391
7.34583	391
7.34650	391
7.34717	390
7.34783	390
7.34850	390
7.34917	390
7.34983	390
7.35050	390
7.35117	390
7.35183	390
7.35250	391
7.35317	391
7.35383	391
7.35450	391
7.35517	391
7.35583	391
7.35650	391
7.35717	391
7.35783	391
7.35850	391
7.35917	391
7.35983	391
7.36050	391
7.36117	391
7.36183	391
7.36250	391
7.36317	392
7.36383	392
7.36450	392
7.36517	392
7.36583	392
7.36650	392
7.36717	392
7.36783	392
7.36850	392
7.36917	392
7.36983	392
7.37050	392
7.37117	392
7.37183	392
7.37250	392
7.37317	392
7.37383	392
7.37450	392
7.37517	392
7.37583	392
7.37650	392
7.37717	392
7.37783	392
7.37850	392
7.37917	393
7.37983	393
7.38050	393
7.38117	393
7.38183	393
7.38250	393
7.38317	394
7.38383	394
7.38450	394
7.38517	394
7.38583	395
7.38650	395
7.38717	395
7.38783	396
7.38850	396
7.38917	396
7.38983	397
7.39050	397
7.39117	398
7.39183	398
7.39250	399
7.39317	399
7.39383	400
7.39450	400
7.39517	401
7.39583	401
7.39650	402
7.39717	403
7.39783	404
7.39850	404
7.39917	405
7.39983	406
7.40050	407
7.40117	408
7.40183	409
7.40250	410
7.40317	411
7.40383	412
7.40450	413
7.40517	414
7.40583	415
7.40650	416
7.40717	417
7.40783	418
7.40850	419
7.40917	420
7.40983	421
7.41050	422
7.41117	423
7.41183	425
7.41250	426
7.41317	427
7.41383	428
7.41450	429
7.41517	430
7.41583	431
7.41650	432
7.41717	434
7.41783	435
7.41850	436
7.41917	437
7.41983	438
7.42050	439
7.42117	440
7.42183	441
7.42250	442
7.42317	443
7.42383	444
7.42450	444
7.42517	445
7.42583	446
7.42650	447
7.42717	448
7.42783	448
7.42850	449
7.42917	449
7.42983	450
7.43050	451
7.43117	451
7.43183	452
7.43250	452
7.43317	453
7.43383	453
7.43450	453
7.43517	454
7.43583	454
7.43650	454
7.43717	454
7.43783	454
7.43850	454
7.43917	454
7.43983	454
7.44050	454
7.44117	454
7.44183	454
7.44250	453
7.44317	453
7.44383	453
7.44450	453
7.44517	452
7.44583	452
7.44650	451
7.44717	451
7.44783	450
7.44850	450
7.44917	449
7.44983	449
7.45050	448
7.45117	448
7.45183	447
7.45250	446
7.45317	446
7.45383	445
7.45450	444
7.45517	444
7.45583	443
7.45650	442
7.45717	442
7.45783	441
7.45850	441
7.45917	440
7.45983	439
7.46050	439
7.46117	438
7.46183	438
7.46250	437
7.46317	436
7.46383	436
7.46450	435
7.46517	434
7.46583	434
7.46650	433
7.46717	432
7.46783	432
7.46850	431
7.46917	430
7.46983	430
7.47050	429
7.47117	428
7.47183	428
7.47250	427
7.47317	426
7.47383	426
7.47450	425
7.47517	424
7.47583	424
7.47650	423
7.47717	422
7.47783	421
7.47850	421
7.47917	420
7.47983	419
7.48050	419
7.48117	418
7.48183	418
7.48250	417
7.48317	416
7.48383	416
7.48450	415
7.48517	415
7.48583	414
7.48650	414
7.48717	413
7.48783	413
7.48850	412
7.48917	412
7.48983	412
7.49050	411
7.49117	411
7.49183	411
7.49250	411
7.49317	411
7.49383	411
7.49450	411
7.49517	412
7.49583	412
7.49650	413
7.49717	413
7.49783	414
7.49850	415
7.49917	416
7.49983	418
7.50050	419
7.50117	421
7.50183	423
7.50250	425
7.50317	427
7.50383	430
7.50450	433
7.50517	436
7.50583	440
7.50650	444
7.50717	448
7.50783	453
7.50850	458
7.50917	463
7.50983	469
7.51050	475
7.51117	482
7.51183	489
7.51250	497
7.51317	504
7.51383	513
7.51450	522
7.51517	531
7.51583	540
7.51650	551
7.51717	561
7.51783	572
7.51850	583
7.51917	594
7.51983	606
7.52050	618
7.52117	631
7.52183	643
7.52250	656
7.52317	668
7.52383	681
7.52450	694
7.52517	706
7.52583	719
7.52650	732
7.52717	744
7.52783	756
7.52850	768
7.52917	780
7.52983	791
7.53050	802
7.53117	812
7.53183	822
7.53250	832
7.53317	841
7.53383	850
7.53450	858
7.53517	865
7.53583	872
7.53650	878
7.53717	884
7.53783	889
7.53850	894
7.53917	898
7.53983	901
7.54050	904
7.54117	906
7.54183	908
7.54250	909
7.54317	909
7.54383	909
7.54450	909
7.54517	908
7.54583	906
7.54650	904
7.54717	902
7.54783	899
7.54850	896
7.54917	892
7.54983	888
7.55050	884
7.55117	879
7.55183	874
7.55250	869
7.55317	864
7.55383	858
7.55450	852
7.55517	846
7.55583	840
7.55650	834
7.55717	827
7.55783	821
7.55850	814
7.55917	807
7.55983	800
7.56050	793
7.56117	786
