[Header]
Application Name	LabSolutions
Version	5.82
Data File Name	C:\LabSolutions\Data\A Legan\Data\gcd files\data_before_FS19\LadderwithIS_nov_14.gcd
Output Date	4/15/2022
Output Time	7:45:44 AM

[File Information]
Type	Data File
Generated	11/15/2018 12:15:58 PM
Generated by	Administrator
Modified	11/15/2018 1:20:55 PM
Modified by	Administrator

[Sample Information]
Operator Name	Administrator
Acquired	11/15/2018 12:20:51 PM
Sample Type	0:Unknown
Level	0
Sample Name	ladder w/ IS
Sample ID	ladder w/ IS
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	16
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	C:\LabSolutions\Data\A Legan\data\LadderwithIS_nov_14.gcd
Method File	C:\LabSolutions\Data\A Legan\AWL Nov 6 ladder.gcm
Batch File	C:\LabSolutions\Data\A Legan\batch_AWL_nov14_overnight.gcb
Report Format File	C:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	GC-2014
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	DET#1
Detector Name	SFID1
# of Channels	1

[Peak Table(Ch1)]
# of Peaks	69
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
34.01983	2309
34.02050	2309
34.02117	2310
34.02183	2310
34.02250	2311
34.02317	2311
34.02383	2311
34.02450	2312
34.02517	2312
34.02583	2313
34.02650	2313
34.02717	2314
34.02783	2314
34.02850	2314
34.02917	2315
34.02983	2315
34.03050	2315
34.03117	2316
34.03183	2316
34.03250	2317
34.03317	2317
34.03383	2317
34.03450	2318
34.03517	2318
34.03583	2319
34.03650	2319
34.03717	2319
34.03783	2320
34.03850	2320
34.03917	2320
34.03983	2321
34.04050	2321
34.04117	2321
34.04183	2322
34.04250	2322
34.04317	2322
34.04383	2322
34.04450	2323
34.04517	2323
34.04583	2323
34.04650	2323
34.04717	2323
34.04783	2324
34.04850	2324
34.04917	2324
34.04983	2324
34.05050	2324
34.05117	2324
34.05183	2324
34.05250	2324
34.05317	2325
34.05383	2325
34.05450	2325
34.05517	2325
34.05583	2325
34.05650	2325
34.05717	2325
34.05783	2325
34.05850	2325
34.05917	2325
34.05983	2325
34.06050	2325
34.06117	2325
34.06183	2325
34.06250	2325
34.06317	2325
34.06383	2325
34.06450	2325
34.06517	2325
34.06583	2325
34.06650	2325
34.06717	2325
34.06783	2325
34.06850	2325
34.06917	2325
34.06983	2325
34.07050	2325
34.07117	2325
34.07183	2325
34.07250	2325
34.07317	2325
34.07383	2325
34.07450	2325
34.07517	2325
34.07583	2325
34.07650	2325
34.07717	2325
34.07783	2326
34.07850	2326
34.07917	2326
34.07983	2326
34.08050	2326
34.08117	2326
34.08183	2326
34.08250	2326
34.08317	2326
34.08383	2326
34.08450	2327
34.08517	2327
34.08583	2327
34.08650	2327
34.08717	2327
34.08783	2327
34.08850	2328
34.08917	2328
34.08983	2328
34.09050	2328
34.09117	2329
34.09183	2329
34.09250	2329
34.09317	2330
34.09383	2330
34.09450	2330
34.09517	2330
34.09583	2331
34.09650	2331
34.09717	2332
34.09783	2332
34.09850	2332
34.09917	2333
34.09983	2333
34.10050	2334
34.10117	2334
34.10183	2335
34.10250	2335
34.10317	2335
34.10383	2336
34.10450	2336
34.10517	2337
34.10583	2337
34.10650	2338
34.10717	2338
34.10783	2338
34.10850	2339
34.10917	2339
34.10983	2340
34.11050	2340
34.11117	2341
34.11183	2341
34.11250	2342
34.11317	2342
34.11383	2343
34.11450	2343
34.11517	2344
34.11583	2344
34.11650	2345
34.11717	2345
34.11783	2346
34.11850	2346
34.11917	2347
34.11983	2348
34.12050	2348
34.12117	2349
34.12183	2350
34.12250	2350
34.12317	2351
34.12383	2352
34.12450	2352
34.12517	2353
34.12583	2354
34.12650	2355
34.12717	2355
34.12783	2356
34.12850	2357
34.12917	2358
34.12983	2359
34.13050	2360
34.13117	2361
34.13183	2362
34.13250	2363
34.13317	2365
34.13383	2366
34.13450	2367
34.13517	2369
34.13583	2370
34.13650	2372
34.13717	2374
34.13783	2376
34.13850	2378
34.13917	2381
34.13983	2383
34.14050	2386
34.14117	2389
34.14183	2392
34.14250	2396
34.14317	2400
34.14383	2404
34.14450	2409
34.14517	2413
34.14583	2419
34.14650	2424
34.14717	2431
34.14783	2437
34.14850	2445
34.14917	2452
34.14983	2461
34.15050	2470
34.15117	2479
34.15183	2490
34.15250	2501
34.15317	2513
34.15383	2526
34.15450	2540
34.15517	2555
34.15583	2571
34.15650	2589
34.15717	2607
34.15783	2627
34.15850	2648
34.15917	2670
34.15983	2694
34.16050	2720
34.16117	2747
34.16183	2776
34.16250	2807
34.16317	2840
34.16383	2875
34.16450	2912
34.16517	2951
34.16583	2993
34.16650	3037
34.16717	3084
34.16783	3134
34.16850	3187
34.16917	3242
34.16983	3301
34.17050	3364
34.17117	3429
34.17183	3499
34.17250	3572
34.17317	3650
34.17383	3731
34.17450	3817
34.17517	3907
34.17583	4002
34.17650	4102
34.17717	4207
34.17783	4317
34.17850	4433
34.17917	4554
34.17983	4681
34.18050	4815
34.18117	4955
34.18183	5102
34.18250	5255
34.18317	5416
34.18383	5584
34.18450	5760
34.18517	5944
34.18583	6136
34.18650	6336
34.18717	6545
34.18783	6763
34.18850	6990
34.18917	7226
34.18983	7471
34.19050	7726
34.19117	7991
34.19183	8266
34.19250	8552
34.19317	8849
34.19383	9156
34.19450	9475
34.19517	9806
34.19583	10150
34.19650	10505
34.19717	10873
34.19783	11254
34.19850	11648
34.19917	12055
34.19983	12476
34.20050	12911
34.20117	13360
34.20183	13824
34.20250	14302
34.20317	14794
34.20383	15301
34.20450	15824
34.20517	16362
34.20583	16915
34.20650	17484
34.20717	18069
34.20783	18670
34.20850	19288
34.20917	19921
34.20983	20571
34.21050	21238
34.21117	21921
34.21183	22621
34.21250	23338
34.21317	24071
34.21383	24822
34.21450	25590
34.21517	26375
34.21583	27176
34.21650	27994
34.21717	28827
34.21783	29677
34.21850	30542
34.21917	31423
34.21983	32318
34.22050	33228
34.22117	34151
34.22183	35088
34.22250	36038
34.22317	37000
34.22383	37973
34.22450	38955
34.22517	39945
34.22583	40942
34.22650	41944
34.22717	42952
34.22783	43962
34.22850	44975
34.22917	45990
34.22983	47006
34.23050	48023
34.23117	49040
34.23183	50059
34.23250	51080
34.23317	52102
34.23383	53127
34.23450	54156
34.23517	55188
34.23583	56225
34.23650	57266
34.23717	58312
34.23783	59361
34.23850	60415
34.23917	61472
34.23983	62533
34.24050	63596
34.24117	64664
34.24183	65734
34.24250	66809
34.24317	67889
34.24383	68974
34.24450	70065
34.24517	71163
34.24583	72269
34.24650	73383
34.24717	74506
34.24783	75639
34.24850	76782
34.24917	77935
34.24983	79098
34.25050	80271
34.25117	81453
34.25183	82644
34.25250	83844
34.25317	85054
34.25383	86273
34.25450	87500
34.25517	88736
34.25583	89980
34.25650	91233
34.25717	92494
34.25783	93764
34.25850	95041
34.25917	96327
34.25983	97620
34.26050	98921
34.26117	100229
34.26183	101543
34.26250	102864
34.26317	104191
34.26383	105524
34.26450	106864
34.26517	108209
34.26583	109561
34.26650	110921
34.26717	112288
34.26783	113664
34.26850	115048
34.26917	116440
34.26983	117838
34.27050	119242
34.27117	120653
34.27183	122070
34.27250	123492
34.27317	124920
34.27383	126354
34.27450	127794
34.27517	129241
34.27583	130696
34.27650	132161
34.27717	133635
34.27783	135120
34.27850	136616
34.27917	138126
34.27983	139648
34.28050	141184
34.28117	142737
34.28183	144305
34.28250	145890
34.28317	147492
34.28383	149112
34.28450	150751
34.28517	152409
34.28583	154086
34.28650	155782
34.28717	157496
34.28783	159227
34.28850	160975
34.28917	162739
34.28983	164519
34.29050	166311
34.29117	168118
34.29183	169937
34.29250	171769
34.29317	173613
34.29383	175469
34.29450	177336
34.29517	179215
34.29583	181105
34.29650	183008
34.29717	184923
34.29783	186850
34.29850	188789
34.29917	190740
34.29983	192702
34.30050	194676
34.30117	196660
34.30183	198656
34.30250	200661
34.30317	202674
34.30383	204694
34.30450	206719
34.30517	208747
34.30583	210779
34.30650	212813
34.30717	214847
34.30783	216879
34.30850	218907
34.30917	220929
34.30983	222942
34.31050	224943
34.31117	226928
34.31183	228893
34.31250	230832
34.31317	232740
34.31383	234609
34.31450	236433
34.31517	238202
34.31583	239910
34.31650	241548
34.31717	243106
34.31783	244573
34.31850	245939
34.31917	247195
34.31983	248328
34.32050	249329
34.32117	250187
34.32183	250892
34.32250	251436
34.32317	251809
34.32383	252005
34.32450	252017
34.32517	251841
34.32583	251473
34.32650	250913
34.32717	250161
34.32783	249217
34.32850	248085
34.32917	246769
34.32983	245273
34.33050	243606
34.33117	241773
34.33183	239783
34.33250	237644
34.33317	235365
34.33383	232955
34.33450	230422
34.33517	227777
34.33583	225029
34.33650	222185
34.33717	219256
34.33783	216250
34.33850	213175
34.33917	210039
34.33983	206849
34.34050	203614
34.34117	200340
34.34183	197034
34.34250	193702
34.34317	190350
34.34383	186985
34.34450	183610
34.34517	180232
34.34583	176855
34.34650	173483
34.34717	170121
34.34783	166773
34.34850	163441
34.34917	160129
34.34983	156840
34.35050	153577
34.35117	150342
34.35183	147139
34.35250	143968
34.35317	140832
34.35383	137733
34.35450	134671
34.35517	131650
34.35583	128669
34.35650	125731
34.35717	122835
34.35783	119983
34.35850	117176
34.35917	114414
34.35983	111698
34.36050	109028
34.36117	106404
34.36183	103827
34.36250	101297
34.36317	98814
34.36383	96377
34.36450	93988
34.36517	91645
34.36583	89349
34.36650	87100
34.36717	84896
34.36783	82739
34.36850	80627
34.36917	78560
34.36983	76537
34.37050	74559
34.37117	72625
34.37183	70734
34.37250	68886
34.37317	67079
34.37383	65315
34.37450	63591
34.37517	61908
34.37583	60265
34.37650	58661
34.37717	57095
34.37783	55568
34.37850	54077
34.37917	52624
34.37983	51206
34.38050	49824
34.38117	48476
34.38183	47163
34.38250	45883
34.38317	44635
34.38383	43420
34.38450	42236
34.38517	41083
34.38583	39960
34.38650	38866
34.38717	37802
34.38783	36765
34.38850	35756
34.38917	34775
34.38983	33819
34.39050	32890
34.39117	31986
34.39183	31106
34.39250	30251
34.39317	29419
34.39383	28610
34.39450	27824
34.39517	27060
34.39583	26316
34.39650	25594
34.39717	24892
34.39783	24210
34.39850	23548
34.39917	22904
34.39983	22278
34.40050	21671
34.40117	21081
34.40183	20507
34.40250	19951
34.40317	19411
34.40383	18886
34.40450	18377
34.40517	17882
34.40583	17402
34.40650	16936
34.40717	16484
34.40783	16045
34.40850	15620
34.40917	15206
34.40983	14806
34.41050	14417
34.41117	14040
34.41183	13674
34.41250	13319
34.41317	12975
34.41383	12641
34.41450	12317
34.41517	12004
34.41583	11699
34.41650	11404
34.41717	11118
34.41783	10841
34.41850	10573
34.41917	10312
34.41983	10060
34.42050	9815
34.42117	9578
34.42183	9348
34.42250	9126
34.42317	8910
34.42383	8701
34.42450	8499
34.42517	8303
34.42583	8113
34.42650	7929
34.42717	7751
34.42783	7578
34.42850	7411
34.42917	7249
34.42983	7093
34.43050	6941
34.43117	6795
34.43183	6652
34.43250	6515
34.43317	6382
34.43383	6253
34.43450	6128
34.43517	6008
34.43583	5891
34.43650	5778
34.43717	5668
34.43783	5562
34.43850	5460
34.43917	5361
34.43983	5265
34.44050	5172
34.44117	5082
34.44183	4996
34.44250	4911
34.44317	4830
34.44383	4752
34.44450	4675
34.44517	4602
34.44583	4531
34.44650	4462
34.44717	4395
34.44783	4331
34.44850	4269
34.44917	4209
34.44983	4150
34.45050	4094
34.45117	4040
34.45183	3988
34.45250	3937
34.45317	3888
34.45383	3841
34.45450	3795
34.45517	3751
34.45583	3708
34.45650	3667
34.45717	3627
34.45783	3588
34.45850	3551
34.45917	3515
34.45983	3480
34.46050	3446
34.46117	3413
34.46183	3382
34.46250	3352
34.46317	3322
34.46383	3294
34.46450	3267
34.46517	3240
34.46583	3215
34.46650	3190
34.46717	3166
34.46783	3143
34.46850	3121
34.46917	3099
34.46983	3079
34.47050	3058
34.47117	3039
34.47183	3020
34.47250	3002
34.47317	2985
34.47383	2968
34.47450	2952
34.47517	2936
34.47583	2921
34.47650	2906
34.47717	2892
34.47783	2878
34.47850	2865
34.47917	2852
34.47983	2840
34.48050	2828
34.48117	2817
34.48183	2805
34.48250	2795
34.48317	2784
34.48383	2774
34.48450	2765
34.48517	2756
34.48583	2747
34.48650	2738
34.48717	2730
34.48783	2722
34.48850	2714
34.48917	2707
34.48983	2699
34.49050	2692
34.49117	2686
34.49183	2679
34.49250	2673
34.49317	2667
34.49383	2661
34.49450	2655
34.49517	2650
34.49583	2645
34.49650	2640
34.49717	2635
34.49783	2630
34.49850	2625
34.49917	2621
34.49983	2617
34.50050	2613
34.50117	2609
34.50183	2605
34.50250	2602
34.50317	2598
34.50383	2595
34.50450	2592
34.50517	2589
34.50583	2586
34.50650	2583
34.50717	2580
34.50783	2577
34.50850	2575
34.50917	2572
34.50983	2570
34.51050	2568
34.51117	2566
34.51183	2564
34.51250	2562
34.51317	2561
34.51383	2559
34.51450	2557
34.51517	2556
34.51583	2554
34.51650	2553
34.51717	2552
34.51783	2550
34.51850	2549
34.51917	2548
34.51983	2547
34.52050	2546
34.52117	2545
34.52183	2544
34.52250	2543
34.52317	2542
34.52383	2541
34.52450	2541
34.52517	2540
34.52583	2539
34.52650	2539
34.52717	2538
34.52783	2537
34.52850	2537
34.52917	2536
34.52983	2536
34.53050	2535
34.53117	2535
34.53183	2535
34.53250	2535
34.53317	2534
34.53383	2534
34.53450	2534
34.53517	2534
34.53583	2534
34.53650	2534
34.53717	2534
34.53783	2534
34.53850	2534
34.53917	2534
34.53983	2534
34.54050	2534
34.54117	2535
34.54183	2535
34.54250	2535
34.54317	2535
34.54383	2535
34.54450	2535
34.54517	2535
34.54583	2535
34.54650	2536
34.54717	2536
34.54783	2536
34.54850	2536
34.54917	2536
34.54983	2536
34.55050	2536
34.55117	2537
34.55183	2537
34.55250	2537
34.55317	2537
34.55383	2537
34.55450	2537
34.55517	2537
34.55583	2537
34.55650	2537
34.55717	2538
34.55783	2538
34.55850	2538
34.55917	2538
34.55983	2539
34.56050	2539
34.56117	2539
34.56183	2540
34.56250	2540
34.56317	2540
34.56383	2541
34.56450	2541
34.56517	2541
34.56583	2542
34.56650	2542
34.56717	2542
34.56783	2542
34.56850	2543
34.56917	2543
34.56983	2543
34.57050	2544
34.57117	2544
34.57183	2544
34.57250	2544
34.57317	2545
34.57383	2545
34.57450	2545
34.57517	2545
34.57583	2546
34.57650	2546
34.57717	2546
34.57783	2546
34.57850	2547
34.57917	2547
34.57983	2547
34.58050	2548
34.58117	2548
34.58183	2548
34.58250	2548
34.58317	2549
34.58383	2549
34.58450	2550
34.58517	2550
34.58583	2550
34.58650	2551
34.58717	2551
34.58783	2551
34.58850	2552
34.58917	2552
34.58983	2552
34.59050	2553
34.59117	2553
34.59183	2553
34.59250	2553
34.59317	2554
34.59383	2554
34.59450	2554
34.59517	2555
34.59583	2555
34.59650	2555
34.59717	2556
34.59783	2556
34.59850	2556
34.59917	2556
34.59983	2556
34.60050	2556
34.60117	2557
34.60183	2557
34.60250	2557
34.60317	2557
34.60383	2557
34.60450	2557
34.60517	2557
34.60583	2557
34.60650	2557
34.60717	2557
34.60783	2558
34.60850	2558
34.60917	2558
34.60983	2558
34.61050	2558
34.61117	2558
34.61183	2558
34.61250	2558
34.61317	2558
34.61383	2558
34.61450	2558
34.61517	2558
34.61583	2558
34.61650	2558
34.61717	2559
34.61783	2559
34.61850	2559
34.61917	2559
34.61983	2559
34.62050	2559
34.62117	2559
34.62183	2559
34.62250	2559
34.62317	2559
34.62383	2560
34.62450	2560
34.62517	2560
34.62583	2560
34.62650	2560
34.62717	2560
34.62783	2560
34.62850	2561
34.62917	2561
34.62983	2561
34.63050	2561
34.63117	2561
34.63183	2561
34.63250	2562
34.63317	2562
34.63383	2562
34.63450	2562
34.63517	2563
34.63583	2563
34.63650	2564
34.63717	2564
34.63783	2564
34.63850	2565
34.63917	2566
34.63983	2566
34.64050	2567
34.64117	2567
34.64183	2568
34.64250	2569
34.64317	2569
34.64383	2570
34.64450	2571
34.64517	2571
34.64583	2572
34.64650	2573
34.64717	2573
34.64783	2574
34.64850	2575
34.64917	2576
34.64983	2576
34.65050	2577
34.65117	2578
34.65183	2579
34.65250	2580
34.65317	2581
34.65383	2582
34.65450	2583
34.65517	2584
34.65583	2584
34.65650	2585
34.65717	2586
34.65783	2587
34.65850	2588
34.65917	2589
34.65983	2590
34.66050	2591
34.66117	2592
34.66183	2594
34.66250	2595
34.66317	2596
34.66383	2597
34.66450	2598
34.66517	2599
34.66583	2600
34.66650	2601
34.66717	2602
34.66783	2603
34.66850	2604
34.66917	2605
34.66983	2606
34.67050	2607
34.67117	2608
34.67183	2609
34.67250	2610
34.67317	2611
34.67383	2612
34.67450	2613
34.67517	2614
34.67583	2615
34.67650	2616
34.67717	2617
34.67783	2618
34.67850	2619
34.67917	2620
34.67983	2621
34.68050	2622
34.68117	2623
34.68183	2624
34.68250	2625
34.68317	2626
34.68383	2627
34.68450	2627
34.68517	2628
34.68583	2629
34.68650	2629
34.68717	2630
34.68783	2631
34.68850	2631
34.68917	2632
34.68983	2632
34.69050	2633
34.69117	2633
34.69183	2634
34.69250	2634
34.69317	2634
34.69383	2635
34.69450	2635
34.69517	2636
34.69583	2636
34.69650	2637
34.69717	2637
34.69783	2637
34.69850	2638
34.69917	2638
34.69983	2639
34.70050	2639
34.70117	2639
34.70183	2640
34.70250	2640
34.70317	2640
34.70383	2641
34.70450	2641
34.70517	2641
34.70583	2641
34.70650	2641
34.70717	2642
34.70783	2642
34.70850	2642
34.70917	2642
34.70983	2642
34.71050	2642
34.71117	2642
34.71183	2642
34.71250	2642
34.71317	2643
34.71383	2643
34.71450	2643
34.71517	2643
34.71583	2643
34.71650	2643
34.71717	2643
34.71783	2643
34.71850	2643
34.71917	2643
34.71983	2643
34.72050	2644
34.72117	2644
34.72183	2644
34.72250	2644
34.72317	2644
34.72383	2644
34.72450	2644
34.72517	2644
34.72583	2644
34.72650	2644
34.72717	2645
34.72783	2645
34.72850	2645
34.72917	2645
34.72983	2645
34.73050	2645
34.73117	2645
34.73183	2645
34.73250	2645
34.73317	2646
34.73383	2646
34.73450	2646
34.73517	2646
34.73583	2646
34.73650	2646
34.73717	2646
34.73783	2646
34.73850	2646
34.73917	2646
34.73983	2646
34.74050	2646
34.74117	2647
34.74183	2647
34.74250	2647
34.74317	2647
34.74383	2647
34.74450	2647
34.74517	2647
34.74583	2647
34.74650	2647
34.74717	2646
34.74783	2646
34.74850	2646
34.74917	2646
34.74983	2646
34.75050	2646
34.75117	2646
34.75183	2646
34.75250	2646
34.75317	2646
34.75383	2646
34.75450	2646
34.75517	2646
34.75583	2646
34.75650	2646
34.75717	2646
34.75783	2646
34.75850	2646
34.75917	2646
34.75983	2646
34.76050	2646
34.76117	2646
34.76183	2646
34.76250	2646
34.76317	2646
34.76383	2646
34.76450	2647
34.76517	2647
34.76583	2647
34.76650	2647
34.76717	2647
34.76783	2647
34.76850	2647
34.76917	2647
34.76983	2647
34.77050	2648
34.77117	2648
34.77183	2648
34.77250	2648
34.77317	2648
34.77383	2648
34.77450	2649
34.77517	2649
34.77583	2649
34.77650	2650
34.77717	2650
34.77783	2650
34.77850	2651
34.77917	2651
34.77983	2651
34.78050	2652
34.78117	2652
34.78183	2653
34.78250	2653
34.78317	2654
34.78383	2654
34.78450	2654
34.78517	2655
34.78583	2655
34.78650	2656
34.78717	2656
34.78783	2657
34.78850	2657
34.78917	2658
34.78983	2658
34.79050	2659
34.79117	2659
34.79183	2660
34.79250	2660
34.79317	2661
34.79383	2662
34.79450	2662
34.79517	2663
34.79583	2663
34.79650	2664
34.79717	2665
34.79783	2665
34.79850	2666
34.79917	2666
34.79983	2667
34.80050	2668
34.80117	2668
34.80183	2669
34.80250	2670
34.80317	2670
34.80383	2671
34.80450	2672
34.80517	2673
34.80583	2673
34.80650	2674
34.80717	2675
34.80783	2675
34.80850	2676
34.80917	2677
34.80983	2678
34.81050	2678
34.81117	2679
34.81183	2680
34.81250	2680
34.81317	2681
34.81383	2682
34.81450	2682
34.81517	2683
34.81583	2684
34.81650	2684
34.81717	2685
34.81783	2686
34.81850	2686
34.81917	2687
34.81983	2688
34.82050	2688
34.82117	2689
34.82183	2690
34.82250	2690
34.82317	2691
34.82383	2692
34.82450	2692
34.82517	2693
34.82583	2694
34.82650	2694
34.82717	2695
34.82783	2696
34.82850	2696
34.82917	2697
34.82983	2698
34.83050	2698
34.83117	2699
34.83183	2699
34.83250	2700
34.83317	2700
34.83383	2701
34.83450	2702
34.83517	2702
34.83583	2703
34.83650	2703
34.83717	2703
34.83783	2704
34.83850	2704
34.83917	2705
34.83983	2705
34.84050	2706
34.84117	2706
34.84183	2706
34.84250	2707
34.84317	2707
34.84383	2707
34.84450	2708
34.84517	2708
34.84583	2708
34.84650	2708
34.84717	2709
34.84783	2709
34.84850	2709
34.84917	2709
34.84983	2709
34.85050	2709
34.85117	2709
34.85183	2709
34.85250	2709
34.85317	2709
34.85383	2709
34.85450	2709
34.85517	2709
34.85583	2709
34.85650	2709
34.85717	2709
34.85783	2709
34.85850	2709
34.85917	2709
34.85983	2709
34.86050	2708
34.86117	2708
34.86183	2708
34.86250	2708
34.86317	2708
34.86383	2708
34.86450	2708
34.86517	2708
34.86583	2708
34.86650	2708
34.86717	2708
34.86783	2708
34.86850	2707
34.86917	2707
34.86983	2707
34.87050	2707
34.87117	2707
34.87183	2707
34.87250	2707
34.87317	2707
34.87383	2707
34.87450	2707
34.87517	2708
34.87583	2708
34.87650	2708
34.87717	2708
34.87783	2708
34.87850	2708
34.87917	2708
34.87983	2708
34.88050	2709
34.88117	2709
34.88183	2709
34.88250	2709
34.88317	2709
34.88383	2709
34.88450	2710
34.88517	2710
34.88583	2710
34.88650	2710
34.88717	2711
34.88783	2711
34.88850	2711
34.88917	2712
34.88983	2712
34.89050	2712
34.89117	2712
34.89183	2713
34.89250	2713
34.89317	2713
34.89383	2714
34.89450	2714
34.89517	2714
34.89583	2715
34.89650	2715
34.89717	2715
34.89783	2716
34.89850	2716
34.89917	2717
34.89983	2717
34.90050	2717
34.90117	2718
34.90183	2718
34.90250	2719
34.90317	2719
34.90383	2720
34.90450	2720
34.90517	2721
34.90583	2721
34.90650	2722
34.90717	2722
34.90783	2723
34.90850	2724
34.90917	2724
34.90983	2725
34.91050	2725
34.91117	2726
34.91183	2727
34.91250	2727
34.91317	2728
34.91383	2729
34.91450	2729
34.91517	2730
34.91583	2731
34.91650	2731
34.91717	2732
34.91783	2733
34.91850	2733
34.91917	2734
34.91983	2735
34.92050	2735
34.92117	2736
34.92183	2736
34.92250	2737
34.92317	2738
34.92383	2738
34.92450	2739
34.92517	2740
34.92583	2740
34.92650	2741
34.92717	2742
34.92783	2742
34.92850	2743
34.92917	2744
34.92983	2744
34.93050	2745
34.93117	2745
34.93183	2746
34.93250	2747
34.93317	2747
34.93383	2748
34.93450	2748
34.93517	2749
34.93583	2750
34.93650	2750
34.93717	2751
34.93783	2751
34.93850	2752
34.93917	2752
34.93983	2752
34.94050	2753
34.94117	2753
34.94183	2754
34.94250	2754
34.94317	2755
34.94383	2755
34.94450	2755
34.94517	2756
34.94583	2756
34.94650	2756
34.94717	2757
34.94783	2757
34.94850	2757
34.94917	2757
34.94983	2758
34.95050	2758
34.95117	2758
34.95183	2758
34.95250	2758
34.95317	2758
34.95383	2758
34.95450	2758
34.95517	2758
34.95583	2759
34.95650	2759
34.95717	2759
34.95783	2759
34.95850	2759
34.95917	2759
34.95983	2759
34.96050	2759
34.96117	2759
34.96183	2759
34.96250	2759
34.96317	2759
34.96383	2759
34.96450	2759
34.96517	2759
34.96583	2759
34.96650	2759
34.96717	2759
34.96783	2759
34.96850	2759
34.96917	2759
34.96983	2759
34.97050	2759
34.97117	2759
34.97183	2759
34.97250	2759
34.97317	2758
34.97383	2758
34.97450	2758
34.97517	2758
34.97583	2758
34.97650	2758
34.97717	2758
34.97783	2757
34.97850	2757
34.97917	2757
34.97983	2757
34.98050	2757
34.98117	2757
34.98183	2757
34.98250	2756
34.98317	2756
34.98383	2756
34.98450	2756
34.98517	2756
34.98583	2756
34.98650	2756
34.98717	2756
34.98783	2755
34.98850	2755
34.98917	2755
34.98983	2755
34.99050	2755
34.99117	2755
34.99183	2755
34.99250	2755
34.99317	2755
34.99383	2755
34.99450	2755
34.99517	2755
34.99583	2755
34.99650	2755
34.99717	2755
34.99783	2755
34.99850	2755
34.99917	2755
34.99983	2755
35.00050	2755
35.00117	2755
35.00183	2755
35.00250	2755
35.00317	2755
35.00383	2755
35.00450	2755
35.00517	2756
35.00583	2756
35.00650	2756
35.00717	2756
35.00783	2756
35.00850	2756
35.00917	2757
35.00983	2757
35.01050	2757
35.01117	2757
35.01183	2757
35.01250	2757
35.01317	2758
35.01383	2758
35.01450	2758
35.01517	2758
35.01583	2758
35.01650	2759
35.01717	2759
35.01783	2759
35.01850	2759
35.01917	2760
35.01983	2760
35.02050	2760
35.02117	2760
35.02183	2760
35.02250	2761
35.02317	2761
35.02383	2761
35.02450	2761
35.02517	2761
35.02583	2762
35.02650	2762
35.02717	2762
35.02783	2762
35.02850	2763
35.02917	2763
35.02983	2763
35.03050	2764
35.03117	2764
35.03183	2764
35.03250	2765
35.03317	2765
35.03383	2766
35.03450	2766
35.03517	2767
35.03583	2767
35.03650	2768
35.03717	2768
35.03783	2769
35.03850	2769
35.03917	2769
35.03983	2770
35.04050	2770
35.04117	2771
35.04183	2771
35.04250	2772
35.04317	2772
35.04383	2773
35.04450	2773
35.04517	2773
35.04583	2774
35.04650	2774
35.04717	2775
35.04783	2775
35.04850	2776
35.04917	2776
35.04983	2776
35.05050	2777
35.05117	2777
35.05183	2778
35.05250	2778
35.05317	2778
35.05383	2779
35.05450	2779
35.05517	2780
35.05583	2780
35.05650	2781
35.05717	2781
35.05783	2782
35.05850	2782
35.05917	2782
35.05983	2783
35.06050	2783
35.06117	2784
35.06183	2784
35.06250	2785
35.06317	2785
35.06383	2785
35.06450	2786
35.06517	2786
35.06583	2786
35.06650	2787
35.06717	2787
35.06783	2787
35.06850	2788
35.06917	2788
35.06983	2788
35.07050	2788
35.07117	2789
35.07183	2789
35.07250	2789
35.07317	2790
35.07383	2790
35.07450	2790
35.07517	2791
35.07583	2791
35.07650	2791
35.07717	2792
35.07783	2792
35.07850	2793
35.07917	2793
35.07983	2793
35.08050	2794
35.08117	2794
35.08183	2795
35.08250	2795
35.08317	2795
35.08383	2796
35.08450	2796
35.08517	2797
35.08583	2797
35.08650	2797
35.08717	2798
35.08783	2798
35.08850	2799
35.08917	2799
35.08983	2799
35.09050	2800
35.09117	2800
35.09183	2801
35.09250	2801
35.09317	2802
35.09383	2802
35.09450	2803
35.09517	2803
35.09583	2804
35.09650	2805
35.09717	2805
35.09783	2806
35.09850	2806
35.09917	2807
